City_ID,City,Country,Max Temp,Latitude,Longitude,Hotel Name
1376,Mountain Home,US,74.43,43.133,-115.6912,Best Western Foothills Inn
1385,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1394,Sabang,ID,82.74,5.8933,95.3214,Sabang Hill
1397,Yenagoa,NG,77.47,4.9247,6.2642,Peretimi Hotels Ltd.
1398,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1400,Sioux Lookout,CA,80.67,50.1001,-91.917,Wellington Inn & Restaurant
1408,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1409,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1415,Gemena,CD,76.66,3.25,19.7667,La Joie
1416,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1417,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1419,Sioux Lookout,CA,80.67,50.1001,-91.917,Wellington Inn & Restaurant
1424,Makakilo City,US,82.72,21.3469,-158.0858,Embassy Suites by Hilton Oahu Kapolei
1427,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1429,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1433,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1435,Faanui,PF,76.03,-16.4833,-151.75,Oa Oa Lodge
1442,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1444,Santa Cruz De La Palma,ES,73.54,28.6835,-17.7642,El Hotelito 27
1446,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1448,Sao Filipe,CV,74.7,14.8961,-24.4956,Bela Vista
1454,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1457,Quelimane,MZ,75.15,-17.8786,36.8883,Mabassa
1466,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1467,Huarmey,PE,76.23,-10.0681,-78.1522,Hostal Santa Rosa
1469,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1471,Gombong,ID,75.67,-7.6072,109.5142,Permata Hotel
1472,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1474,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1477,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1480,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1486,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1494,Georgetown,MY,84.13,5.4112,100.3354,Page 63 hostel
1496,Shush,IR,89.02,32.1942,48.2436,هتل آپادانا
1498,Victoria,HK,86.2,22.2855,114.1577,四季酒店 Four Seasons Hotel
1499,Cascais,PT,70.12,38.6979,-9.4215,Cascais Hotel
1507,Saint-Pierre,RE,71.28,-21.3393,55.4781,Tropic Hotel
1511,Payson,US,77.92,40.0444,-111.7321,Wee Blue Inn
1515,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1516,Bairiki,KI,86.0,1.3292,172.9752,Marry's Motel
1517,Bambanglipuro,ID,74.82,-7.95,110.2833,Puri Ganjuran
1524,Ponta Do Sol,PT,71.01,32.6667,-17.1,Estalagem Ponta do Sol
1529,Santa Maria,BR,70.29,-29.6842,-53.8069,Hotel Morotin
1533,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1534,Mwene-Ditu,CD,71.94,-7.0,23.45,Hôtel KAMAS
1538,Komsomolskiy,UZ,72.32,40.4272,71.7189,"Hotel ""Ikat House"""
1541,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1542,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1543,Santa Cruz,BO,78.26,-17.8,-63.1667,Aviador Hotel Boutique
1553,Bangaon,IN,85.84,23.0667,88.8167,Maa Santoshi Lodge
1556,Anori,BR,83.48,-3.7728,-61.6442,NOVO HOTEL
1562,Faanui,PF,76.03,-16.4833,-151.75,Oa Oa Lodge
1563,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1565,Trinidad,BO,84.18,-14.8333,-64.9,Hotel Palace
1568,Mahebourg,MU,73.69,-20.4081,57.7,Grand Bel Air
1569,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1573,Ponta Do Sol,PT,71.01,32.6667,-17.1,Estalagem Ponta do Sol
1580,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1583,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1589,Punta Cardon,VE,85.53,11.6581,-70.215,Hotel Bijou Amethyste Punto Fijo Paraguana
1591,Vaitape,PF,75.97,-16.5167,-151.75,Oa Oa Lodge
1597,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1598,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1605,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1613,Victoria,HK,86.2,22.2855,114.1577,四季酒店 Four Seasons Hotel
1615,Bosaso,SO,88.63,11.2842,49.1816,Bosaso hotel
1622,Meulaboh,ID,76.87,4.1363,96.1285,Hotel Meuligou
1623,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1627,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1628,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1632,San Cristobal,VE,75.02,7.7669,-72.225,Terra Sur
1636,Kalmunai,LK,81.09,7.4167,81.8167,Saji new food
1643,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1645,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1653,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1664,Victoria,HK,86.2,22.2855,114.1577,四季酒店 Four Seasons Hotel
1665,Rapid City,US,77.72,44.0805,-103.231,The Rushmore Hotel & Suites
1666,Jishou,CN,72.55,28.3167,109.7167,JinHuang Hotel
1670,Olinda,BR,82.13,-8.0089,-34.8553,Fidji Motel
1677,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1678,Isangel,VU,75.31,-19.55,169.2667,Tanna Lodge
1680,Padang,ID,77.7,-0.9492,100.3543,losmen Surya
1682,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1684,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1687,Alpena,US,82.72,45.0617,-83.4327,Ramada of Alpena
1690,Isangel,VU,75.31,-19.55,169.2667,Tanna Lodge
1696,Bengkulu,ID,75.83,-3.8004,102.2655,Dena Hotel
1698,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1705,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1708,Kavieng,PG,82.38,-2.5744,150.7967,Kavieng Hotel
1713,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1719,Lompoc,US,72.01,34.6391,-120.4579,Embassy Suites by Hilton Lompoc Central Coast
1726,Bathsheba,BB,84.81,13.2167,-59.5167,Atlantis Hotel
1730,Piacabucu,BR,78.03,-10.4056,-36.4344,O Leão
1732,Nampula,MZ,71.55,-15.1165,39.2666,Hotel Lurio
1735,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1741,Cabo San Lucas,MX,89.62,22.8909,-109.9124,Comfort Rooms
1742,Puerto Rico,AR,73.78,-26.796,-55.024,Suizo
1744,Inyonga,TZ,70.56,-6.7167,32.0667,Mikumi Lodge
1747,Namatanai,PG,79.45,-3.6667,152.4333,Namatanai Hotel
1748,Padang,ID,77.7,-0.9492,100.3543,losmen Surya
1752,Cascas,PE,77.04,-7.4833,-78.8167,Hospedaje Danielito
1754,Hamilton,US,89.78,39.1834,-84.5333,North Vista Manor
1755,Pisco,PE,71.65,-13.7,-76.2167,La Portada
1762,Itarema,BR,80.56,-2.9248,-39.9167,Pousada Oásis
1765,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1766,Faanui,PF,76.03,-16.4833,-151.75,Oa Oa Lodge
1768,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1778,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1780,Ponta Do Sol,PT,71.01,32.6667,-17.1,Estalagem Ponta do Sol
1781,Jamestown,US,86.52,42.097,-79.2353,DoubleTree Jamestown
1787,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1788,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1789,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1797,Ibra,OM,85.37,22.6906,58.5334,الدكيك
1798,Georgetown,MY,84.13,5.4112,100.3354,Page 63 hostel
1801,Sao Gabriel Da Cachoeira,BR,85.06,-0.1303,-67.0892,Casa de Hóspedes do CFRN/5ºBIS
1802,Georgetown,MY,84.13,5.4112,100.3354,Page 63 hostel
1804,Hualmay,PE,74.01,-11.0964,-77.6139,Hotel Mi Choacan
1810,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1815,Santiago,CL,73.29,-33.4569,-70.6483,apart arturo prat
1816,Bathsheba,BB,84.81,13.2167,-59.5167,Atlantis Hotel
